rule_id,title,text
Rule 1,Gravitational Settling Chamber along with fixed chimney of,"Gravitational Settling Chamber along with fixed chimney of

kilns."
Rule 2,One chimney per shaft in Vertical Shaft Kiln shall be,"One chimney per shaft in Vertical Shaft Kiln shall be

provided. The two chimneys emanating from a shaft shall
either be joined (at the loading platform in case of brick
chimney or at appropriate level in case of metal chimney) to
from a single chimney."
Rule 3,The above standards shall be applicable for different kilns if,"The above standards shall be applicable for different kilns if

coal, firewood and/or agricultural residues are used as fuel].
474 The Environment (Protection) Rules, 1986"
Rule 75,SODA ASH INDUSTRY (SOLVAY PROCESS),"SODA ASH INDUSTRY (SOLVAY PROCESS)

PARAMETER MINAS (Recipient body specified)
________________________________________
Marine Brackish Inland surface
pH 6.5 9 6.5 9 6.5 9
Temperature 45oC or less 45oC or less 45oC or less
Oil & Grease 2 mg/l 20 mg/l 10 mg/l
Suspended Solids(SS) 500 mg/l 200 mg/l 100 mg/l
Ammoniacal nitrogen 5 mg/l 50 mg/l 30 mg/l
Bio-assay 96 hours 96 hours 96 hours
30% survival 90% survival 90% survival
Note :- MINAS for disposal in brackish and inland surface water are without any
dilution.
Standards for Dual Process Soda Ash Plants :
Parameter MINAS
___________________
(Inland Surface Water)
pH 6.5 8.0
Ammoniacal nitrogen, as N(mg/l) 50
Nitrate nitrogen, as N(mg/l) 10
Cyanide, as CN(mg/l) 0.2
Hexavalent chromium(mg/l) 0.1
Total chromium(mg/l) 2.0
Suspended solids(mg/l) 100
Oil and Grease (mg/l) 10
Note : The Standards are to be implemented by the industry in a time targeted schedule
1[by December, 1999]. The progress on the time targeted implementation
schedule shall be periodically submitted by the industry to the State Pollution
Control Board and Central Pollution Control Board.
1
Substituted by Rule 2 (ii) of the Environment (Protection) (Second Amendment) Rules, 1999 notified by Notification
G.S.R.682(E), dated 5.10.1999.
The Environment (Protection) Rules, 1986 475"
Rule 76,EMISSION STANDARD FOR SO FROM CUPOLA FURNACE :,"EMISSION STANDARD FOR SO FROM CUPOLA FURNACE :

2
Standard for Sulphur Dioxide emission from Cupola Furnace :
Characteristics Emission limit
Sulphur dioxide (SO ) emission 300 mg/Nm3 at 12% CO corrections
2 2
To achieve the standard, foundries may install scrubber, followed by a stack six times the
diameter of the Cupola beyond the charging door.
Note : In case due to some technical reasons, installation of scrubber is not possible, then
value of SO to the ambient air has to be effected through the stack height.
2"
Rule 77,SPECIFICATIONS OF MOTOR GASOLINE FOR EMISSION RELATED,"SPECIFICATIONS OF MOTOR GASOLINE FOR EMISSION RELATED

PARAMETERS :
Sl. Characteristics Requirement Method of test
No. ref.to P:of IS:1448
(i) Reid Vapour Pressure at 38oC,Kpa 35 to 70 P : 39
(ii) Benzeno, Percent by volume,Max 5.0(1) P : 104
(iii) Lead Content(as Pb)g/l,Max 0.15(low leaded)(2) P : 38
0.013 (unleaded)
(iv) Sulphur, percent by mass, Max 0.10 (unleaded P : 34
0.20 (leaded)
(v) Potential Gum, g/m3, Max 50 ASTM 873 : 8
(vi) Gum (Solvent Washed)g/m3 Max 40 P : 29
(vii) Oxygenates Content Ether (MTBE, 15
ETBE) Alcohol, percent by volume,
Max
(viii) Phosphorus See Foot Note(3) ASTMD 3231
(1) 3.0 percent by volume maximum in metro cities by 2000 AD.
(2) 0.15 g/l by 31st December, 1996 (for entries country).
0.013 g/l by 1st April 1995 (in four metrocities);
by 1st December,1998(for all State capitals/UTs and major metro cities) and
by 1st April,2000 for the entire country.
(3) Phosphorous containing additives shall be absent.
476 The Environment (Protection) Rules, 1986
Note :
(a) Above specifications applied to leaded as well as unleaded petrol
except lead content.
(b) For new refineries coming up during or after 1997 the specification
applicable by 2000 for existing refineries shall be applicable by 1997."
Rule 78,SPECIFICATION OF DIESEL FUEL FOR EMISSION RELATED,"SPECIFICATION OF DIESEL FUEL FOR EMISSION RELATED

PARAMETERS :
Sl.No. Characteristics Requirement Method of Test
Ref. To P : of
IS : 1448
(i) Density at 15o C, Kg/m3 820 to 880(1) P : 32
(ii) Cetane Number, Min 45o(2) P : 9
(iii) Distillation 85 percent by volume 350 P : 18
recovery at oC Max 95 percent
by volume recovery at oC,Max 370
(iv) Sulphur, percent by mass 0.50(3) P : 33
(1) 820 to 860 by 2000 AD
(2) 48 by 31st December,1998(except in the refineries- Digboi, Gauhati and
Bongaigaon Refineries & Petrochemicals Ltd.)
(3) (i) 0.50 percent by mass by 1st April 1996 in four metros and Taj Trapezium;
(ii) 0.25 percent by mass by 1st October,1996 in Taj Trapezium;
(iii) 0.25 percent by mass by 1st April,1996 throughout the country.
Note :
(a) Above specifications apply to HSD only.
(b) For new refineries coming during or after 1997 specification applicable
by 2000 for existing refineries shall be applicable by 1997.
(c) .
The Environment (Protection) Rules, 1986 477
Sl. Industry Parameter Standard
No.
New Rebuild Existing
Batteries Batteries Batteries
(at Green
Field
Site)
Fugitive Visible Emissions
1[279 COKE OVEN (a) Leakage from door 5(PLD)* 10(PLD)* 10(PLD)*
PLANTS (b) Leakage from charging lids 1(PLL)* 1(PLL)* 1 (PLL)*
(by product recovery (c) Leakage from AP Covers 4(PLO)* 4(PLO)* 4(PLO)*
type) (d) Charging emission 16(with 50(with 75
(Second/charge) HPLA)* HPLA)*
Stack Emission of Coke Oven
(a) SO (mg/Nm3) 800 800 800
2
(b) NOx,(mg/ Nm3) 500 500 500
(c) SPM,(mg/Nm3) 50 50 50
(d) SPM emission during 25 25 25
charging for stamp
charging batteries (stack
emission) mg/Nm3
(e) SPM emission during 5 5 -
coke pushing (stack (applicable
to
emission) gm/ton of coke
stationary
land based
system)
(f) Sulphur in Coke Oven 800 - -
gas used for heating
(mg/Nm3)
Emission for quenching operation
(a) Particulate matter gm/tonne of 50 50 -
coke produced
Benzo-Pyerine(BaP)
concentration in work zone air
(µg/m3)
5 5 5
(a )Battery area (top of the battery)
2 2 2
(b) Other units in coke oven plant
10 10 10
(c )Ambient standards (mg/Nm3)
1
Substituted by Rule 2(vi) by Rule 2(VI) of the Environment (Protection) First Amendment Rules, 2006 notified vide
Notification G.S.R.46(E), dated 3.2.2006.
2
Sl. No. 79 and entries relating thereto inserted by the Environment (Protection) Second Amendment Rules, 1997 vide
G.S.R. 631(E), dated 31.10.1997.
478 The Environment (Protection) Rules, 1986
For control of emissions and to maintain environmental quality in work zone
area, the following guidelines shall be followed, namely:-
(i) New coke oven units shall follow any of the low-emission procedures,
such as, coke dry cooling, non-recovery coke-ovens. Indirect
Quenching Process, Jumbo coke oven reactor, Modified Wet Quenching
System with appropriate environmental controls (e.g. baffles, filtering
media, collection and treatment of residual water from quench tower and
recycling; Use of process water as quenching water shall not be
permissible).
(ii) Effective pollution control measures (for e.g. Extensive maintenance and
cleaning of oven doors and frame seals, ascension pipes, charging holes
and lids and other equipment; On-main charging system(HPLA);
Luting charging holes with clay-suspension; Modified guide/transfer car
with emission control system etc. shall be used to reduce coal charging
and coke pushing emissions.
(iii) During rebuilding or installing new coke oven batteries, the following
clean technology and pollution control measures be adopted:
(a) air-cooled self-sealing doors;
(b) the hydro-jet cleaning system shall be provided for the door and
door frame cleaning with a facility of hydro jet pressure of 600
kg/cm2;
(c) the charging should be accomplished with hermetically sealed
charging sleeves and screw feeder in charging car. The charging
car should also be equipped with magnetic lid lifter and lid and
frame cleaning mechanism (applicable to top charging batteries);
(d) to provide aspiration through high-pressure ammonia liquor
(HPLA) injection in goose neck and emission should be
transferred directly to gas collecting mains;
(e) water sealed AP covers should be provided;
(f) computerized combustion control and moisture control systems.
(iv) In addition to the above the new coke oven batteries, which will be
installed after the date of publication of this notification at green field
site and rebuild batteries wherever technically feasible should also be
equipped to treat their pushing emissions with stationary land-based
system with collection hood and wet scrubbing units for gas cleaning.
The Environment (Protection) Rules, 1986 479
(v) In the case of existing coke ovens with wet quenching, the new procedures as in
(i) and (ii) shall be adopted.
(vi) The fugitive visible emission standards i.e. PLD*, PLL* and PLO*, charging
emission (second/charge).
Note: Units set up after the publication of this notification shall be treated as new
units.
*HPLA - Aspiration through high pressure liquor injection in gooseneck;
*PLD - Percent leaking doors;
* PLL - Percent leaking lids; and
* PLO - Percent leaking off takes].
1[80. SPECIFICATIONS OF TWO-STROKE ENGINE OIL :
Specification Standard Test Procedure
Two-stroke engine oil grade Minimum smoke JASO-M342-92 for
JASO-FC as per Index of 85. JASO-FC and ASTM
D-4857 for API TC
JASO M-345-93 specification
And API TC as per specification
No.ASTM D 4859
The above specification shall be effective from the 1st day of April,1999.]
2[81. BATTERY MANUFACTURING INDUSTRY
(i) Lead Acid Battery Manufacturing Industries. Emission Standards.
Source Pollutant Concentration based
Standards
(mg/Nm3)
Grid casting Lead 10
Particulate matter 25
Oxide manufacturing Lead 10
Particulate matter 25
Paste mixing Lead 10
Particulate matter 25
Assembling Lead 10
Particulate matter 25
PVC Section Particulate matter 150
1
Sl. No. 80 and entries relating thereto inserted by the Environment (Protection) Amendment Rules, 1998 vide G.S.R.
504 (E), dated 20.8.1998.
2
Sl. No. 81 to 87 and entries relating thereto inserted by the Environment (Protection) Amendment Rules, 1998 vide
G.S.R. 7 (E), dated 22.12.1998.
480 The Environment (Protection) Rules, 1986
- To comply with the respective standards, all the emissions from above-
mentioned sources shall be routed through stack connected with hood and fan in
addition to above, installation of control equipment viz. Bag filter/ventury
scrubber, is also recommended.
- The minimum stack height shall be 30 m.
Liquid Effluent Discharge Standards
________________________________________________________________________
Pollutant Concentration based standards
pH 6.5 8.5
Suspended solids 50 mg/1
Lead 0.1 mg/l
(ii) Dry Cell Manufacturing Industry : Emission Standards
Pollutant Concentration based Standards
(mg/Nm3)
Particulate matter 50
Manganese as Mn 5
- To Comply with the respective standards, all the emissions from above-
mentioned sources shall be routed through stack connected with hood and fan. In
addition to above, installation of control equipment viz. bag filter/ventury
scrubber, is also recommended.
- The minimum stack height shall be 30m.
Effluent Standards
Pollutant Concentration based standards
pH 6.5---8.5
Total suspended solids 100 mg/l
Manganese as Mn 2 mg/l
Mercury as Hg 0.02 mg/l
Zinc as Zn 5 mg/l
(iii) Secondary Lead Smelters
Pollutant Concentration based standards
Lead as Pb 10 mg/Nm3
Particulate matter 50 mg/Nm3
Minimum stack height 30 m
The Environment (Protection) Rules, 1986 481
82. ENVIRONMENTAL STANDARDS FOR GAS/NAPTHA-BASED
THERMAL POWER PLANTS
(i) Limit for emissions of NOx
(a) For existing units---150ppm (v/v) at 15% excess oxygen.
(b) For new units with effect from 1.6.1999.
Total generation of gas turbine Limit for Stack NOx emission [v/v),at 15%
excess oxygen]
(a) 400 MW and above (i) 50 ppm for the units burning natural gas.
(ii) 100 ppm for the units burning naphtha.
(b) Less than 400 MW but (i) 75 ppm for the units burning natural gas.
Upto 100 MW (ii) 100 ppm for the units burning naphtha
(c) Less than 100 MW 100 ppm for units burning natural gas or
naphtha as fuel
(d) For the plants burning 100 ppm
gas in a conventional
boiler.
(ii) Stack height H in m should be calculated using the formula H=14 Q0.3, where Q
is the emission rate of SO in kg/hr, subject to a minimum of 30 mts.
2
(iii) Liquid waste discharge limit.
Parameter Maximum limit of concentration
(mg/l except for pH and temperature)
pH 6.5-8.5
Temperature As applicable for other thermal power Plants
Free available chlorine 0.5
Suspended solids 100.0
Oil and grease 20.0
Copper (total) 1.0
Iron (total) 1.0
Zinc 1.0
Chromium (total) 0.2
Phosphate 5.0
482 The Environment (Protection) Rules, 1986
1[83. STANDARDS/GUIDELINES FOR CONTROL OF NOISE POLLUTION
FROM STATIONARY DIESEL GENERATOR(DG) SETS
]"
Rule 84,TEMPERATURE LIMIT FOR DISCHARGE OF CONDENSER,"TEMPERATURE LIMIT FOR DISCHARGE OF CONDENSER

COOLING WATER FROM THERMAL POWER PLANT
A . New thermal power plants commissioned after June 1,1999.
New thermal power plants, which will be using water from rivers/lakes./
reservoirs shall install cooling towers-irrespective location and capacity.
Thermal power plants which will use sea water for cooling purposes, the
condition below will apply.
B. New projects in coastal areas using sea water.
The thermal power plants using sea water should adopt suitable system
to reduce water temperature at the final discharge point so that the
resultant rise in the temperature of receiving water does not exceed 7oC
over and above the ambient temperature of the receiving water bodies.
C. Existing thermal power plants.
Rise in temperature of condenser cooling water from inlet to the outlet of
condenser shall not be more than 10oC.
D. Guidelines for discharge point :"
Rule 1,The discharge point shall preferably be located at the bottom of the water,"The discharge point shall preferably be located at the bottom of the water

body at mid-stream for proper dispersion of thermal discharge."
Rule 2,"In case of discharge of cooling water into sea, proper marine outfall shall","In case of discharge of cooling water into sea, proper marine outfall shall

be designed to achieve the prescribed standards. The point of discharge
may be selected in consultation with concerned State Authorities/NOI."
Rule 3,No cooling water discharge shall be permitted in estuaries or near,"No cooling water discharge shall be permitted in estuaries or near

ecologically sensitive areas such as mangroves, coral reefs/spawning and
breeding grounds of acquatic flora and fauna."
Rule 85,ENVIRONMENTAL STANDARDS FOR COAL WASHERIES,"ENVIRONMENTAL STANDARDS FOR COAL WASHERIES

1. Fugitive emission standards.
- The difference in the value of suspended particu
measured between 25 and 30 metre from the enclosure of coal crushing
plant in the downward and leeward wind direction shall not exceed 150
microgram per cubic meter. Method of measurement shall be High
Volume Sampling and Average flow rate, not less than 1.1 m3 per
minute, using upwind downwind method of measurement :
1
Serial No..83 and entries relating thereto omitted by Rule 2 (b) of the Environment (Protection) Second Amendment
Rules, 2002 notified vide notification G.S.R. 371(E), dated 17.5.2002.
The Environment (Protection) Rules, 1986 483"
Rule 2,Effluent discharge standards,"Effluent discharge standards

- The coal washeries shall maintain the close circuit operation with zero
effluent discharge.
- If in case due to some genuine problems like periodic cleaning of the
system, heavy rainfall etc. it become necessary to discharge the effluent
to sewer land stream then the effluent shall conform to the following
standards at the final outlet of the coal washery.
S.No. Parameter Limits
1. pH 5.5 9.0
2. Total suspended solids 100 mg/l
3. Oil & Grease 10 mg/l
4. B.O.D (3 days 27oC) 30 mg/l
5. COD 250 mg/l
6. Phenolics 1.0 mg/l"
Rule 3,Noise level standards,"Noise level standards

- Operational/Working zone not to exceed 85 dB(A) Leq for 8 hours
exposure.
- The ambient air quality standards in respect of noise as notified under
Environmental (Protection)Rules,1986 shall be followed at the boundary
line of the coal washery.
4. Code of practice for Coal Washery.
- Water or Water mixed chemical shall be sprayed at all strategic coal
transfer points such as conveyors, loading/unloading points etc. As far
as practically possible conveyors, transfer points etc. shall be provided
with enclosures.
- The crushers/pulverisers of the coal washeries shall be provided with
enclosures, fitted with suitable air pollution control measures and finally
emitted through a stack of minimum height of 30m. conforming
particulate matter emission standard of 150 mg/Nm3 or provided with
adequate water sprinkling arrangement.
- Water sprinkling by using fine atomizer nozzeles arrangement shall be
provided on the coal heaps and on around the crushers/pulverisers.
- Area, in and around the coal washery shall be pucca either asphalted or
concreted.
484 The Environment (Protection) Rules, 1986
- Water consumption in the coal washery shall not exceed 1.5 cubic meter
per tonne of coal.
- The efficiency of the setting ponds of the waste water treatment system
of the coal washery shall not be less than 90%.
- Green belt shall be developed along the road side, coal handling plants,
residential complex, office building and all around the boundary line of
the coal washery.
- Storage bunkers, hoppers, rubber decks in chutes and centrifugal chutes
shall be provided with proper rubber linings.
- Vehicles movement in the coal washery area shall be regulated
effectively to avoid traffic congestion. High pressure horn shall be
prohibited. Smoke emission from heavy duty vehicle operating in the
coal washeries should conform the standards prescribed under Motor
Vehicle Rules,1989."
Rule 86,WATER QUALITY STANDARDS FOR COASTAL WATERS MARINE,"WATER QUALITY STANDARDS FOR COASTAL WATERS MARINE

OUTFALLS
In a coastal segment marine water is subjected to several types of uses. Depending of the
types of uses and activities, water quality criteria have been specified to determine its
suitability for a particular purpose. Among the various types of uses there is one use that
in that stretch of the coastal segment. Based on this, primary water quality criteria have
been specified for following five designated best uses :-
Class Designated best use
SW-1(See Table 1.1.) Salt pans, Shell fishing, Mariculture and Ecologically
Sensitive Zone
SW-II (See Table 1.2) Bathing, Contact Water Sports and Commercial fishing.
SW-III (See Table 1.3) Industrial cooling, Recreation(non-contact) and Aesthetics
SW-IV (See Table 1.4) Harbour
SW-V (See Table 1.5) Navigation and Controlled Waste Disposal
The Standards alongwith rationale/remarks for various parameters for different
designated best uses, given in Table 1.1 to 1.5
The Environment (Protection) Rules, 1986 485
TABLE 1.1
PRIMARY WATER QUALITY CRITERIA FOR CLASS SW-1 WATERS
(For Salt pans, Shell fishing, Mariculture and Ecologically Sensitive Zone)
S. Parameter Standards Rationale/Remarks
No.
1. 2. 3. 4.
1. pH range 6.5---8.5 General broad range, conductive
for propagation of acquaitc lives
is given. Value largely dependant
upon soil-water interation.
2. Dissolved Oxygen 5.0 mg/l or 60 per cent Not less than 3.5 mg/l at any time
saturation value of the year for protection of
whichever is higher aquatic lives."
Rule 3,Colour and Odour No noticeable colour or Specially caused by chemical,"Colour and Odour No noticeable colour or Specially caused by chemical

offensive odour. compound like creosols, phenols,
naptha pyridine benzene, toluene
etc. causing visible colouration of
salt crystal and fainting fish flesh."
Rule 4,Floating Matters Nothing obnoxious or Surfactants should not exceed an,"Floating Matters Nothing obnoxious or Surfactants should not exceed an

detrimertal for use upper limit of 1.0 mg/l and the
purpose concentratic not to cause any
visible foam."
Rule 5,Suspended Solids None from sewage or Settleable innert matters not in,"Suspended Solids None from sewage or Settleable innert matters not in

industrial waste origin such concentration that would
impair any usages specially
assigned to this class.
6. Oil and Grease 0.1 mg/l Concentration should not exceed
(including Petroleum 0.1 mg/l as because it has effect
Products) on fish eggs and larvae.
1[7. Heavy Metals : Values depend on :
Mercury (as Hg) 0.001 mg/l (i) Concentration in salt,fish and
Lead (as Pb) 0.001 mg/l shell fish.
Cadmium (as Cd) 0.01 mg/l] (ii) Average per capita
consumption per day.
(iii)Minimum ingestion rate that
induces symptoms of resulting
diseases.
Note : SW-1 is desirable to be safe and relatively free from hazardous chemicals like pesticides, heavy
metals and radionuclide concentrations. Their combined (synergistic or antagonistic) effects on health
and aquatic lives are not yet clearly known. These chemicals undergo bio-accumulation, magnification
and transfer to human and other animals through food chain. In areas where fisheries, salt pans are the
governing considerations, and presence of such chemicals apprehended/reported, bioassay test should
be performed following appropriate methods for the purpose of setting case specific limits.
1
Substituted by Rule 2(iii) of the Environment (Protection) (Second Amendment) Rules, 1999 published in the
Notification G.S.R.682(E), dated 5.10.1999.
486 The Environment (Protection) Rules, 1986
TABLE 1.2
PRIMARY WATER QUALITY CRITERIA FOR CLASS SW-II WATERS
(For Bathing, Contact Water Sports and Commercial Fishing)
S.No. Parameter Standards Rationale/Remarks
1. 2. 3. 4.
1. pH range 6.5---8.5 Range does not cause skin or
eye irritation and is also
conducive for propagation of
aquatic lives.
2. Dissolved Oxygen 4.0 mg/l or 50 per Not less than 3.5 mg/l at
cent saturation value anytime for protection of
whichever is higher. aquatic lives."
Rule 3,Colour and Odour No noticeable colour Specially caused by chemical,"Colour and Odour No noticeable colour Specially caused by chemical

or offensive odour compound like creosols
phenols, naptha, benzene,
pyridine toluene etc. causing
visible colouration of water
and tainting of and odour in
fish flesh."
Rule 4,Floating Matters Nothing obnoxious or None in such concentration,"Floating Matters Nothing obnoxious or None in such concentration

detrimental for use that would impair usages
purposes. specially assigned to this class.
5. Turbidity 30 NTU (Nephelo Measured at 0.9 depth
Turbidity Unit)
6. Fecal Coliform 100/100 ml(MPN) The average value not
exceeding 200/100 ml in 20
per cent of samples in the year
and in 3 consecutive samples
in monsoonmonths.
7. Biochemical Oxygen 3 mg/l Restricted for bathing
Demand (BOD) (3 days at (aesthetic quality of water).
27oC) Also prescribed by IS : 2296-
1974.
The Environment (Protection) Rules, 1986 487
TABLE 1.3
PRIMARY WATER QUALITY CRITERIA FOR CLASS SW-III WATERS
[For Industrial Cooling, Recreation (non-contact) and Aesthetics]
S.No. Parameter Standards Rationale/Remarks
1. 2. 3. 4.
1. pH range 6.5---8.5 The range is conducive for
propagation of aquatic
species and restoring natural
system.
2. Dissolved Oxygen 3.0 mg/l or 40 per To protect aquatic lives.
cent saturation value
whichever is higher."
Rule 3,Colour and Odour No noticeable colour None in such concentration,"Colour and Odour No noticeable colour None in such concentration

or offensive odour that would impair usages
specifically assigned to this
class.
4. Floating Matters No visible, As in (3) above.
obnoxious floating
debris, oil slick,
scum.
5. Fecal Coliform 500/100 ml(MPN) Not exceeding 1000/100 ml
in 20 percent of samples in
the year and in 3 consecutive
samples in monsoon months."
Rule 6,Turbidity 30 NTU Reasonably clear water for,"Turbidity 30 NTU Reasonably clear water for

Recreation Aesthetic
appreciation and Industrial
cooling purposes.
*7. Dissolved Iron (as Fe) 0.5 mg/l or less It is desirable to have the
collective concentration
dissolved Fe and Mn less or
equal to 0.5 mg/l to avoid
scaling effect.
*8. Dissolved Manganese 0.5 mg/l or less
(as Mn)
* Standards included exclusively for Industrial Cooling purpose. Other parameters
same.
488 The Environment (Protection) Rules, 1986
TABLE 1.4
PRIMARY WATER QUALITY CRITERIA FOR CLASS SW-IV WATERS
( For Harbour Waters)
S.No. Parameter Standards Rationale/Remarks
1. 2. 3. 4.
1. pH range 6.0---9.0 To minimize corrosive and
scaling effect.
2. Dissolved Oxygen 3.0 mg/l or 40 per Considering bio-degradation
cent saturation value of oil and inhibition to
whichever is higher. oxygen production thorugh
photosynthesis."
Rule 3,Colour and Odour No visible colour or None from reactive,"Colour and Odour No visible colour or None from reactive

offensive odour chemicals which may
corrode paints/ metallic
surfaces.
4. Floating materials, Oil, 10 mg/l Floating matter should be
grease and scum free from excessive living
(including Petroleum organisms which may clog or
products) coat operative parts of
marine vessels/equipment.
5. Fecal Coliform 500/100 ml(MPN) Not exceeding 1000/100 ml
in 20 per cent of samples in
the year and in 3 consecutive
samples in monsoon months.
6. Biochemical Oxygen 5mg/l To maintain water relatively
Demand (3 days at 27oC) free from pollution caused by
sewage and other
decomposable wastes.
The Environment (Protection) Rules, 1986 489
TABLE 1.5
PRIMARY WATER QUALITY CRITERIA FOR CLASS SW-V WATERS
(For Navigation and Controlled Waste Disposal)
S.No. Parameter Standards Rationale/Remarks
1. 2. 3. 4.
1. pH range 6.0---9.0 As specified by New
England Interstate Water
Pollution Control
Commission.
2. Dissolved Oxygen 3.0 mg/l or 40 per To protect aquatic lives.
cent saturation value
whichever is higher.
3. Colour and Odour None in such As in (i) above.
concentrations that
would impair any
usages specifically
assigned to this class.
4. Sludge deposits, Solid None except for such As in (i) above.
refuse floating solids, oil small amount that
grease and scum. may result from
discharge of
appropriately treated
sewage and or
industrial waste
effluents.
5. Fecal Coliform 500/100 ml (MPN) Not exceeding 1000/100 ml
in 20 per cent of samples in
the year and in 3 consecutive
samples in monsoon months.
490 The Environment (Protection) Rules, 1986"
Rule 87,EMISSION REGULATIONS FOR RAYON INDUSTRY,"EMISSION REGULATIONS FOR RAYON INDUSTRY

A. Existing Plants
Estimation of Uncontrolled Emission Quantity (EQ) of CS :
2
For VSF,
EQ = 125 kg of CS /t of fibre
2
For VFY,
EQ = 225 kg of CS /t of fibre
2
Stack Height (H) requirement, m Remarks
11 Q 0.41-3Vs D/u A minimum of 80% of total emission
shall pass through stack. If the
calculated stack height is less than 30m,
a minimum of height 30 m shall be
provided
_______________________________________________________________________
Where Q ----CS emission rate, kg/hr
2
VS---stack exit velocity, m/sec.
D ---diameter of stack, m.
U----annual average wind speed at top of stack, m/sec.
Multiple Stacks"
Rule 1,"If there are more than one stack existing in the plant, the required height of all","If there are more than one stack existing in the plant, the required height of all

stacks shall be based on the maximum emission rate in any of the stacks. In other
words, all the stacks carrying CS emission shall be of same heights (based on the
2
maximum emission rate).
2. Number of stacks shall not be increased from the existing number. However, the
number of stacks may be reduced. The existing stacks may be rebuilt and if
stacks are to be relocated condition 3 below applies.
3. Spacing among the stacks (x) at the minimum shall be 3.0 H (in m). If distance,
x, between two stacks is less than 3.0 H (in m), emission shall be considered as
single point source and height of both the stacks shall be calculated considering
all emission is going through one stack.
The Environment (Protection) Rules, 1986 491
B. Ambient Air Quality Monitoring
The industry shall install three air quality monitoring stations for CS and H S
2 2
measurements in consultation with State Pollution Control Board (SPCB) to
ensure attainment of WHO recommended ambient air quality norms (CS = 100
2
ug/m3and H S = 150 ug/m3, 24 = hr. average).
2
1[C. For new plants/expansion projects being commissioned on or after 1.6.1999
For new plants or expansion projects, the emission standards for existing plants
covered in (a) above shall apply subject to compliance of the ambient air quality
norms for CS and H S indicated in (b) above. The new plants or expansion
2 2
projects shall provide adequate space for undertaking retrofittings.
(Note : a and b above also apply to new plants or expansion projects).]
2[88. EMISSION STANDARDS FOR NEW GENERATOR SETS (UPTO 19
KILOWATT) RUN ON PETROL AND KEROSENE WITH IMPLEMENTATION
SCHEDULE.
The emission standards for portable generator sets run on petrol and kerosene
shall be follows :-
A. From June 1,2000
Class Displacement CO(g/kw-hr) HC+NOx(g/kw-hr)
(CC)
2-stroke 4-stroke 2-stroke 4-stroke
engine engine engine engine"
Rule 1,603 623 166 65,603 623 166 65
Rule 2,- 623 - 36,"- 623 - 36

3. - 623 - 19.3
4. >225 - 623 - 16.1
1
Substituted by Rule 2(i) of the Environment (Protection) Second Amendment Rules, 2006 notified by G.S.R.640(E),
dated 16.10.2006.
2
Sl. No. 88 and 89 and entries relating thereto inserted by the Environment (Protection) (Second Amendment) Rules,
1999 vide G.S.R. 682 (E), dated 5.10.1999.
492 The Environment (Protection) Rules, 1986
B. From June 1,2001
Class Displacement CO(g/kw-hr) HC+NOx(g/kw-hr)
(CC)"
Rule 1,519 54,519 54
